,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
5008,female,group E,high school,free/reduced,incomplete,single,never,yes,4,school_bus,> 10,71,73,72
5009,female,group B,associate's degree,free/reduced,incomplete,single,sometimes,yes,4,private,< 5,41,66,58
5010,male,group C,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,96,86,86
5011,female,group D,bachelor's degree,standard,completed,widowed,sometimes,yes,7,private,5 - 10,80,81,86
5012,female,group C,high school,free/reduced,completed,married,never,yes,1,private,5 - 10,62,67,74
5013,male,group B,some college,free/reduced,incomplete,married,regularly,yes,2,school_bus,< 5,47,45,39
5014,female,group E,associate's degree,free/reduced,incomplete,married,never,yes,0,private,> 10,80,88,88
5015,female,group A,bachelor's degree,standard,incomplete,single,sometimes,yes,3,private,> 10,78,81,88
5016,male,group D,some high school,free/reduced,incomplete,single,sometimes,no,1,school_bus,> 10,76,70,65
5017,female,group C,associate's degree,standard,incomplete,divorced,never,no,2,private,< 5,67,85,76
5018,male,group E,some college,standard,completed,married,sometimes,no,3,school_bus,5 - 10,71,67,66
5019,male,group A,high school,free/reduced,incomplete,married,sometimes,yes,2,school_bus,< 5,49,42,43
5020,female,group D,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,78,86,89
5021,male,group C,bachelor's degree,standard,completed,married,regularly,yes,3,school_bus,> 10,85,79,85
5022,female,group C,high school,standard,completed,divorced,regularly,yes,5,school_bus,5 - 10,55,60,64
5023,female,group C,master's degree,free/reduced,incomplete,single,sometimes,yes,4,school_bus,5 - 10,61,71,72
5024,male,group E,some college,free/reduced,incomplete,married,never,no,1,private,< 5,67,72,64
5025,male,group C,high school,free/reduced,completed,single,sometimes,yes,2,school_bus,5 - 10,53,53,57
5026,male,group D,some high school,standard,incomplete,single,never,yes,0,school_bus,< 5,61,59,56
5027,female,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,< 5,45,59,58
5028,female,group E,bachelor's degree,standard,completed,married,never,yes,2,private,> 10,69,78,82
5029,female,group B,some college,standard,incomplete,divorced,regularly,yes,3,private,5 - 10,63,86,86
5030,female,group C,some high school,standard,incomplete,single,never,no,1,school_bus,5 - 10,75,96,85
5031,female,group C,some college,free/reduced,completed,married,never,no,5,private,< 5,32,51,56
5032,female,group C,associate's degree,free/reduced,incomplete,divorced,regularly,no,3,private,> 10,57,77,78
5033,male,group B,master's degree,standard,incomplete,married,sometimes,yes,2,private,5 - 10,78,63,67
5034,male,group B,some high school,standard,incomplete,divorced,regularly,yes,3,school_bus,> 10,49,56,52
5035,male,group E,associate's degree,standard,incomplete,single,never,no,3,school_bus,5 - 10,97,87,87
5036,female,group D,some high school,standard,incomplete,married,regularly,no,2,private,5 - 10,66,72,64
5037,female,group C,high school,standard,completed,divorced,regularly,yes,1,school_bus,> 10,79,83,84
5038,female,group D,some college,standard,incomplete,married,sometimes,yes,5,private,> 10,65,69,73
5039,male,group C,master's degree,free/reduced,completed,married,regularly,yes,1,private,> 10,62,47,53
5040,male,group B,some high school,standard,incomplete,single,regularly,yes,0,private,< 5,78,76,72
5041,female,group B,some college,standard,incomplete,divorced,regularly,yes,1,school_bus,< 5,47,54,50
5042,female,group C,some high school,standard,incomplete,married,sometimes,yes,0,school_bus,> 10,60,66,64
5043,female,group C,some high school,standard,incomplete,married,sometimes,yes,2,private,5 - 10,65,77,68
5044,female,group C,high school,standard,completed,married,regularly,no,2,private,5 - 10,74,100,96
5045,male,group C,some college,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,53,51,48
5046,male,group D,associate's degree,free/reduced,incomplete,single,sometimes,yes,2,school_bus,5 - 10,83,79,84
5047,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,5 - 10,82,94,98
5048,female,group D,some college,standard,incomplete,single,regularly,yes,4,school_bus,5 - 10,70,63,70
5049,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,5,private,5 - 10,44,57,53
5050,male,group B,bachelor's degree,free/reduced,completed,married,never,yes,3,school_bus,< 5,79,91,85
5051,female,group D,associate's degree,standard,completed,married,never,yes,3,school_bus,> 10,69,84,86
5052,male,group C,some high school,standard,completed,married,sometimes,no,2,school_bus,5 - 10,73,82,74
5053,female,group C,master's degree,standard,completed,single,regularly,yes,4,school_bus,5 - 10,75,81,80
5054,female,group E,some college,free/reduced,incomplete,married,sometimes,yes,2,private,5 - 10,55,67,61
5055,male,group C,associate's degree,standard,incomplete,married,sometimes,yes,1,private,5 - 10,51,47,47
5056,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,52,69,67
5057,female,group C,high school,free/reduced,incomplete,divorced,sometimes,yes,1,private,5 - 10,27,36,33
5058,female,group C,associate's degree,standard,incomplete,single,regularly,no,1,school_bus,< 5,50,65,63
5059,male,group B,some college,standard,completed,married,sometimes,yes,2,private,5 - 10,81,78,82
5060,male,group A,bachelor's degree,standard,incomplete,single,sometimes,yes,0,private,5 - 10,90,78,76
5061,female,group B,high school,standard,incomplete,divorced,regularly,yes,1,private,> 10,70,69,71
5062,male,group C,high school,standard,incomplete,divorced,regularly,yes,2,school_bus,< 5,64,70,64
5063,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,5 - 10,72,77,70
5064,female,group C,some college,free/reduced,completed,widowed,regularly,yes,1,private,< 5,61,83,86
5065,female,group C,some high school,free/reduced,incomplete,married,regularly,no,2,private,5 - 10,55,70,66
5066,female,group C,high school,standard,incomplete,married,regularly,yes,1,school_bus,5 - 10,87,95,94
5067,female,group B,some college,standard,completed,married,sometimes,yes,0,private,< 5,65,70,76
5068,female,group C,associate's degree,free/reduced,incomplete,married,sometimes,yes,0,school_bus,5 - 10,60,77,71
5069,female,group D,some college,standard,incomplete,married,sometimes,no,1,private,< 5,77,80,82
5070,female,group A,some high school,standard,incomplete,married,sometimes,no,4,school_bus,5 - 10,70,74,77
5071,male,group A,bachelor's degree,standard,incomplete,married,sometimes,no,2,private,5 - 10,57,58,56
5072,male,group C,associate's degree,standard,completed,single,never,yes,2,school_bus,> 10,68,64,61
5073,male,group C,some college,free/reduced,incomplete,single,sometimes,no,3,private,< 5,42,39,37
5074,male,group A,high school,standard,incomplete,divorced,regularly,yes,2,private,> 10,85,72,69
5075,male,group E,high school,standard,incomplete,married,regularly,no,3,school_bus,5 - 10,79,76,75
5076,female,group C,associate's degree,free/reduced,incomplete,single,regularly,yes,3,private,> 10,65,62,65
5077,female,group C,bachelor's degree,standard,incomplete,married,regularly,no,3,school_bus,> 10,70,62,67
5078,male,group D,high school,standard,completed,married,sometimes,no,3,school_bus,< 5,74,71,72
5079,female,group C,high school,free/reduced,incomplete,married,regularly,yes,5,private,> 10,43,53,43
5080,female,group D,high school,free/reduced,incomplete,married,sometimes,no,2,school_bus,5 - 10,51,60,57
5081,male,group C,some college,standard,incomplete,single,never,yes,2,private,5 - 10,55,60,54
5082,female,group C,associate's degree,standard,incomplete,single,regularly,yes,0,private,5 - 10,84,95,97
5083,female,group C,high school,free/reduced,incomplete,married,regularly,yes,0,school_bus,< 5,51,56,58
5084,female,group A,some high school,free/reduced,incomplete,single,regularly,no,4,school_bus,5 - 10,22,30,24
5085,male,group C,some high school,free/reduced,completed,divorced,regularly,yes,0,private,5 - 10,51,50,54
5086,male,group E,high school,standard,completed,single,sometimes,yes,2,school_bus,< 5,81,60,64
5087,female,group B,some high school,standard,incomplete,single,sometimes,yes,3,private,5 - 10,59,54,56
5088,male,group E,some college,standard,incomplete,married,sometimes,yes,1,school_bus,< 5,68,65,62
5089,male,group A,some college,standard,completed,single,regularly,yes,2,school_bus,5 - 10,80,69,67
5090,female,group A,associate's degree,standard,incomplete,divorced,sometimes,yes,0,school_bus,5 - 10,53,69,62
5091,female,group B,some college,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,62,74,72
5092,female,group C,some college,standard,completed,married,regularly,no,3,private,5 - 10,56,66,69
5093,male,group C,associate's degree,standard,incomplete,single,regularly,yes,1,school_bus,5 - 10,67,60,64
5094,male,group C,some high school,free/reduced,incomplete,single,sometimes,yes,3,private,< 5,43,51,46
5095,female,group E,some high school,standard,incomplete,married,regularly,yes,2,private,5 - 10,77,84,80
5096,female,group C,some college,free/reduced,incomplete,divorced,regularly,no,3,private,5 - 10,58,75,73
5097,female,group B,bachelor's degree,standard,incomplete,divorced,sometimes,yes,2,school_bus,< 5,72,76,78
5098,male,group A,some high school,free/reduced,incomplete,married,sometimes,yes,2,private,< 5,44,39,38
5099,female,group C,associate's degree,free/reduced,incomplete,single,regularly,yes,5,school_bus,> 10,57,66,64
5100,male,group D,some college,standard,completed,married,sometimes,yes,0,school_bus,> 10,96,96,99
5101,male,group C,some college,standard,completed,married,sometimes,yes,3,school_bus,< 5,63,62,60
5102,male,group A,master's degree,standard,incomplete,married,regularly,no,5,private,> 10,63,50,53
5103,male,group D,some college,standard,completed,single,regularly,yes,2,school_bus,< 5,69,70,75
5104,female,group D,some high school,free/reduced,incomplete,divorced,regularly,no,4,private,5 - 10,53,68,67
5105,male,group D,some college,standard,incomplete,single,never,no,2,school_bus,> 10,63,67,65
5106,female,group C,high school,standard,incomplete,married,regularly,yes,5,private,> 10,59,76,72
5107,female,group C,bachelor's degree,standard,incomplete,married,never,no,1,school_bus,> 10,38,42,39
5108,female,group B,bachelor's degree,standard,incomplete,married,never,no,3,school_bus,< 5,75,82,90
5109,female,group C,some high school,free/reduced,completed,single,sometimes,yes,3,school_bus,< 5,38,52,56
5110,male,group D,some high school,standard,incomplete,divorced,sometimes,yes,1,school_bus,5 - 10,62,49,47
5111,male,group E,high school,standard,incomplete,married,sometimes,yes,1,private,5 - 10,95,83,83
5112,male,group E,some college,standard,incomplete,married,regularly,yes,3,private,5 - 10,100,89,85
5113,female,group D,some high school,free/reduced,completed,married,regularly,no,3,school_bus,5 - 10,57,63,62
5114,male,group D,high school,standard,incomplete,married,regularly,yes,3,private,< 5,74,65,65
5115,male,group D,bachelor's degree,standard,incomplete,married,regularly,yes,1,school_bus,5 - 10,57,62,60
5116,male,group C,associate's degree,standard,incomplete,single,sometimes,yes,1,private,5 - 10,71,53,50
5117,male,group D,some college,free/reduced,incomplete,married,sometimes,yes,1,school_bus,5 - 10,71,72,66
5118,female,group B,some college,free/reduced,incomplete,married,sometimes,yes,0,school_bus,5 - 10,44,49,53
5119,female,group C,some college,free/reduced,incomplete,divorced,sometimes,no,1,school_bus,< 5,67,80,80
5120,male,group D,associate's degree,standard,incomplete,single,regularly,yes,1,school_bus,5 - 10,100,86,86
5121,male,group C,bachelor's degree,standard,incomplete,single,regularly,no,3,private,5 - 10,73,65,63
5122,female,group C,some high school,standard,completed,single,regularly,yes,3,private,> 10,56,59,62
5123,male,group C,bachelor's degree,free/reduced,incomplete,married,sometimes,no,3,school_bus,< 5,63,59,57
5124,female,group D,some high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,< 5,58,72,71
5125,male,group D,some high school,free/reduced,completed,married,never,no,3,school_bus,5 - 10,53,61,52
5126,female,group C,some college,free/reduced,incomplete,married,regularly,yes,4,private,5 - 10,59,68,63
5127,female,group C,some high school,standard,incomplete,divorced,sometimes,no,2,school_bus,> 10,70,73,71
5128,female,group C,bachelor's degree,free/reduced,incomplete,married,sometimes,yes,2,school_bus,> 10,67,86,87
5129,female,group D,some high school,free/reduced,incomplete,divorced,never,yes,2,school_bus,< 5,41,59,57
5130,male,group E,some college,free/reduced,incomplete,widowed,regularly,yes,2,school_bus,> 10,81,63,59
5131,female,group C,high school,standard,incomplete,divorced,regularly,yes,2,school_bus,> 10,50,55,55
5132,female,group C,master's degree,free/reduced,incomplete,married,regularly,no,3,school_bus,5 - 10,74,90,90
5133,female,group E,high school,standard,completed,married,regularly,yes,2,school_bus,5 - 10,64,71,70
5134,female,group E,high school,free/reduced,incomplete,married,regularly,yes,3,private,> 10,76,83,78
5135,male,group D,bachelor's degree,standard,incomplete,married,regularly,yes,5,school_bus,5 - 10,67,68,67
5136,female,group C,some high school,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,54,55,65
5137,male,group D,some high school,free/reduced,incomplete,widowed,sometimes,yes,3,private,5 - 10,68,56,57
5138,male,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,1,private,5 - 10,100,97,100
5139,male,group E,associate's degree,standard,incomplete,married,sometimes,yes,3,private,> 10,93,74,67
5140,female,group D,some college,standard,completed,divorced,never,no,1,school_bus,5 - 10,50,70,78
5141,male,group C,high school,free/reduced,incomplete,married,sometimes,no,2,private,< 5,64,67,65
5142,female,group B,high school,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,45,59,60
5143,female,group A,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,56,70,68
